TN Title,studio,genres,TN Worlwide Gross,TN Domestic Gross,Computed Foreign Gross,TN Budget / Cost,Computed_Profit_Loss,year,release_date
Red Sparrow,Fox,"Action,Drama,Thriller",145951861,46874505,99077356,69000000,76951861,2018,2-Mar-18
About Time,Uni.,"Comedy,Drama,Fantasy",89309178,15323921,73985257,12000000,77309178,2013,1-Nov-13
Contagion,WB,"Action,Drama,Thriller",137551594,75658097,61893497,60000000,77551594,2011,9-Sep-11
A Simple Favor,LGF,"Comedy,Crime,Drama",97628717,53548586,44080131,20000000,77628717,2018,14-Sep-18
BlacKkKlansman,Focus,"Biography,Crime,Drama",93017335,49275340,43741995,15000000,78017335,2018,10-Aug-18
The Book of Eli,WB,"Action,Adventure,Drama",158750817,94835059,63915758,80000000,78750817,2010,15-Jan-10
Water for Elephants,Fox,"Drama,Romance",116809717,58709717,58100000,38000000,78809717,2011,22-Apr-11
Sanctum,Uni.,"Adventure,Drama,Thriller",108957098,23209310,85747788,30000000,78957098,2011,4-Feb-11
The Favourite,FoxS,"Biography,Drama,History",94113929,34366783,59747146,15000000,79113929,2018,23-Nov-18
Why Him?,Fox,Comedy,117425156,60323786,57101370,38000000,79425156,2016,23-Dec-16
Saving Mr. Banks,BV,"Biography,Comedy,Drama",114962525,83299761,31662764,35000000,79962525,2013,13-Dec-13
Game Night,WB (NL),"Action,Comedy,Crime",117378084,69179066,48199018,37000000,80378084,2018,23-Feb-18
Game Night,WB (NL),Comedy,117378084,69179066,48199018,37000000,80378084,2018,23-Feb-18
The Second Best Exotic Marigold Hotel,FoxS,"Comedy,Drama",90384306,33078266,57306040,10000000,80384306,2015,6-Mar-15
Book Club,Par.,"Comedy,Drama,Romance",91113683,68566296,22547387,10000000,81113683,2018,18-May-18
Book Club,Par.,Documentary,91113683,68566296,22547387,10000000,81113683,2018,18-May-18
The Pirates! Band of Misfits,Sony,"Adventure,Animation,Comedy",136143605,31051126,105092479,55000000,81143605,2012,27-Apr-12
Zero Dark Thirty,Sony,"Drama,Thriller",134612435,95720716,38891719,52500000,82112435,2012,19-Dec-12
The Karate Kid,Sony,"Action,Drama,Family",90815558,90815558,0,8000000,82815558,2010,22-Jun-84
Blended,WB,"Comedy,Romance",127990741,46290741,81700000,45000000,82990741,2014,23-May-14
Sinister,LG/S,Drama,87727807,48086903,39640904,3000000,84727807,2012,12-Oct-12
Sinister,LG/S,"Horror,Mystery,Thriller",87727807,48086903,39640904,3000000,84727807,2012,12-Oct-12
Ride Along 2,Uni.,"Action,Comedy,Crime",124827316,90862685,33964631,40000000,84827316,2016,15-Jan-16
Blue Jasmine,SPC,Drama,102912961,33404871,69508090,18000000,84912961,2013,26-Jul-13
Last Vegas,CBS,"Comedy,Drama",112914167,63914167,49000000,28000000,84914167,2013,28-Jan-13
Warm Bodies,LG/S,"Comedy,Horror,Romance",115121608,66380662,48740946,30000000,85121608,2013,1-Feb-13
American Made,Uni.,"Action,Biography,Comedy",135569212,51342000,84227212,50000000,85569212,2017,29-Sep-17
The Hateful Eight,Wein.,"Crime,Drama,Mystery",147864886,54117416,93747470,62000000,85864886,2015,25-Dec-15
Paranormal Activity: The Marked Ones,Par.,"Horror,Mystery,Thriller",90904854,32462372,58442482,5000000,85904854,2014,3-Jan-14
Justin Bieber: Never Say Never,Par.,"Documentary,Music",99034125,73013910,26020215,13000000,86034125,2011,11-Feb-11
Sex Tape,Sony,"Comedy,Romance",126069509,38543473,87526036,40000000,86069509,2014,18-Jul-14
War Horse,BV,Drama,156815529,79883359,76932170,70000000,86815529,2011,25-Dec-11
War Horse,BV,"Drama,History,War",156815529,79883359,76932170,70000000,86815529,2011,25-Dec-11
Philomena,Wein.,"Biography,Comedy,Drama",98963392,37709979,61253413,12000000,86963392,2013,22-Nov-13
Predators,Fox,"Action,Adventure,Sci-Fi",127234389,52000688,75233701,40000000,87234389,2010,9-Jul-10
Dark Shadows,WB,"Comedy,Fantasy,Horror",238202668,79727149,158475519,150000000,88202668,2012,11-May-12
The Purge,Uni.,"Horror,Thriller",91266581,64473115,26793466,3000000,88266581,2013,7-Jun-13
Captain Underpants: The First Epic Movie,Fox,"Action,Animation,Comedy",126577874,73921000,52656874,38000000,88577874,2017,2-Jun-17
Mirror Mirror,Rela.,"Adventure,Comedy,Drama",173613482,64935167,108678315,85000000,88613482,2012,30-Mar-12
The Monuments Men,Sony,"Comedy,Drama,History",158702748,78031620,80671128,70000000,88702748,2014,7-Feb-14
Zookeeper,Sony,"Comedy,Family,Romance",170805525,80360866,90444659,80000000,90805525,2011,8-Jul-11
The Bounty Hunter,Sony,,135808837,67061228,68747609,45000000,90808837,2010,19-Mar-10
The Bounty Hunter,Sony,"Action,Comedy,Romance",135808837,67061228,68747609,45000000,90808837,2010,19-Mar-10
Project X,WB,Comedy,103028188,54731865,48296323,12000000,91028188,2012,2-Mar-12
Project X,WB,Mystery,103028188,54731865,48296323,12000000,91028188,2012,2-Mar-12
Truth or Dare,Uni.,"Comedy,Drama,Romance",95127344,41411015,53716329,3500000,91627344,2018,13-Apr-18
Truth or Dare,Uni.,"Comedy,Romance",95127344,41411015,53716329,3500000,91627344,2018,13-Apr-18
Truth or Dare,Uni.,"Drama,Romance",95127344,41411015,53716329,3500000,91627344,2018,13-Apr-18
Truth or Dare,Uni.,"Horror,Romance,Thriller",95127344,41411015,53716329,3500000,91627344,2018,13-Apr-18
Truth or Dare,Uni.,"Horror,Thriller",95127344,41411015,53716329,3500000,91627344,2018,13-Apr-18
This Means War,Fox,"Action,Comedy,Romance",156974557,54760791,102213766,65000000,91974557,2012,17-Feb-12
Ghost Rider: Spirit of Vengeance,Sony,"Action,Fantasy,Thriller",149217355,51774002,97443353,57000000,92217355,2012,17-Feb-12
Jigsaw,LGF,"Crime,Horror,Mystery",102445196,38052832,64392364,10000000,92445196,2017,27-Oct-17
The Nut Job,ORF,"Adventure,Animation,Comedy",122529966,64251538,58278428,30000000,92529966,2014,17-Jan-14
Battleship,Uni.,"Action,Adventure,Sci-Fi",313477717,65233400,248244317,220000000,93477717,2012,18-May-12
Dirty Grandpa,LGF,Comedy,105078449,35593113,69485336,11500000,93578449,2016,22-Jan-16
The Visit,Uni.,"Comedy,Drama,Romance",98677816,65206105,33471711,5000000,93677816,2015,11-Sep-15
The Visit,Uni.,"Documentary,Drama",98677816,65206105,33471711,5000000,93677816,2015,11-Sep-15
The Visit,Uni.,"Horror,Mystery,Thriller",98677816,65206105,33471711,5000000,93677816,2015,11-Sep-15
The Visit,Uni.,Thriller,98677816,65206105,33471711,5000000,93677816,2015,11-Sep-15
Parental Guidance,Fox,"Comedy,Family",120832383,77267296,43565087,25000000,95832383,2012,25-Dec-12
Unknown,WB,,136123083,63686397,72436686,40000000,96123083,2011,18-Feb-11
Unknown,WB,"Action,Mystery,Thriller",136123083,63686397,72436686,40000000,96123083,2011,18-Feb-11
Unknown,WB,Drama,136123083,63686397,72436686,40000000,96123083,2011,18-Feb-11
The Secret Life of Walter Mitty,Fox,"Adventure,Comedy,Drama",187861183,58236838,129624345,91000000,96861183,2013,25-Dec-13
Date Night,Fox,"Comedy,Crime,Romance",152269033,98711404,53557629,55000000,97269033,2010,9-Apr-10
Ouija,Uni.,"Horror,Mystery,Thriller",103300632,50856010,52444622,5000000,98300632,2014,24-Oct-14
Insidious,FD,"Horror,Mystery,Thriller",99870886,54009150,45861736,1500000,98370886,2011,1-Apr-11
Unbroken,Uni.,"Biography,Drama,Sport",163527824,115637895,47889929,65000000,98527824,2014,25-Dec-14
Unbroken,Uni.,Drama,163527824,115637895,47889929,65000000,98527824,2014,25-Dec-14
Pitch Perfect,Uni.,"Comedy,Music,Romance",116044347,65001093,51043254,17000000,99044347,2012,28-Sep-12
A Bad Moms Christmas,STX,"Adventure,Comedy",127710550,72110659,55599891,28000000,99710550,2017,1-Nov-17
Jack Reacher: Never Go Back,Par.,"Action,Thriller",159946489,58697076,101249413,60000000,99946489,2016,21-Oct-16
The Devil Inside,Par.,Horror,101759490,53262945,48496545,1000000,100759490,2012,6-Jan-12
Goosebumps,Sony,"Adventure,Comedy,Family",158905324,80069458,78835866,58000000,100905324,2015,16-Oct-15
Think Like a Man,SGem,"Comedy,Romance",113373764,91547205,21826559,12000000,101373764,2012,20-Apr-12
The Iron Lady,Wein.,"Biography,Drama",115592104,29959436,85632668,14000000,101592104,2011,13-Jan-12
The Purge: Anarchy,Uni.,"Action,Horror,Sci-Fi",111534881,71562550,39972331,9000000,102534881,2014,18-Jul-14
Olympus Has Fallen,FD,"Action,Thriller",172878928,98927592,73951336,70000000,102878928,2013,22-Mar-13
Hope Springs,Sony,"Comedy,Drama,Romance",133085295,63536011,69549284,30000000,103085295,2012,8-Aug-12
10 Cloverfield Lane,Par.,"Drama,Horror,Mystery",108286422,72082999,36203423,5000000,103286422,2016,11-Mar-16
The Big Short,Par.,"Biography,Comedy,Drama",133162752,70259870,62902882,28000000,105162752,2015,11-Dec-15
The Shallows,Sony,"Drama,Horror,Thriller",118763442,55121623,63641819,13000000,105763442,2016,24-Jun-16
The Foreigner,STX,Action,140783360,34393507,106389853,35000000,105783360,2017,13-Oct-17
The Foreigner,STX,"Action,Thriller",140783360,34393507,106389853,35000000,105783360,2017,13-Oct-17
The Foreigner,STX,"Comedy,Romance",140783360,34393507,106389853,35000000,105783360,2017,13-Oct-17
Trainwreck,Uni.,"Comedy,Drama,Romance",141123897,110212700,30911197,35000000,106123897,2015,17-Jul-15
Alice Through the Looking Glass,BV,"Adventure,Family,Fantasy",276928112,77042381,199885731,170000000,106928112,2016,27-May-16
The Theory of Everything,Focus,"Biography,Drama,Romance",123327692,35893537,87434155,15000000,108327692,2014,7-Nov-14
Source Code,Sum.,"Action,Drama,Sci-Fi",140428499,54712227,85716272,32000000,108428499,2011,1-Apr-11
The Purge: Election Year,Uni.,"Action,Horror,Sci-Fi",118514727,79042440,39472287,10000000,108514727,2016,1-Jul-16
Bajrangi Bhaijaan,Eros,"Action,Comedy,Drama",121778347,8178001,113600346,13000000,108778347,2015,17-Jul-15
Magic Mike XXL,WB,"Comedy,Drama,Music",123660597,66013057,57647540,14500000,109160597,2015,1-Jul-15
The Expendables 3,LGF,"Action,Adventure,Thriller",209461378,39322544,170138834,100000000,109461378,2014,15-Aug-14
Lone Survivor,Uni.,"Action,Biography,Drama",149804632,125095601,24709031,40000000,109804632,2013,25-Dec-13
Teenage Mutant Ninja Turtles: Out of the Shadows,Par.,"Action,Adventure,Comedy",245328374,82051601,163276773,135000000,110328374,2016,3-Jun-16
Rango,Par.,"Adventure,Animation,Comedy",245724600,123477607,122246993,135000000,110724600,2011,4-Mar-11
Percy Jackson: Sea of Monsters,Fox,"Adventure,Family,Fantasy",200859554,68559554,132300000,90000000,110859554,2013,7-Aug-13
Friends with Benefits,SGem,"Comedy,Romance",146595891,55802754,90793137,35000000,111595891,2011,22-Jul-11
The Artist,Wein.,"Comedy,Drama,Romance",128256712,44667095,83589617,16000000,112256712,2011,25-Nov-11
The Artist,Wein.,Mystery,128256712,44667095,83589617,16000000,112256712,2011,25-Nov-11
The Artist,Wein.,Thriller,128256712,44667095,83589617,16000000,112256712,2011,25-Nov-11
Robin Hood,Uni.,,322459006,105487148,216971858,210000000,112459006,2010,14-May-10
Robin Hood,Uni.,"Action,Adventure,Drama",322459006,105487148,216971858,210000000,112459006,2010,14-May-10
Robin Hood,Uni.,"Action,Adventure,History",322459006,105487148,216971858,210000000,112459006,2010,14-May-10
Robin Hood,Uni.,"Action,Adventure,Thriller",322459006,105487148,216971858,210000000,112459006,2010,14-May-10
Robin Hood,Uni.,"Action,Drama",322459006,105487148,216971858,210000000,112459006,2010,14-May-10
Girls Trip,Uni.,"Comedy,Drama",140886353,115108515,25777838,28000000,112886353,2017,21-Jul-17
The Accountant,WB,"Action,Crime,Drama",152962083,86260045,66702038,40000000,112962083,2016,14-Oct-16
Storks,WB,"Adventure,Animation,Comedy",183353431,72679278,110674153,70000000,113353431,2016,23-Sep-16
The Equalizer 2,Sony,"Action,Crime,Thriller",190453132,102084362,88368770,77000000,113453132,2018,20-Jul-18
The Woman in Black,CBS,"Drama,Fantasy,Horror",128955898,54333290,74622608,15000000,113955898,2012,3-Feb-12
Final Destination 5,WB (NL),Horror,155011165,42587643,112423522,40000000,115011165,2011,12-Aug-11
The Dictator,Par.,Comedy,180148897,59650222,120498675,65000000,115148897,2012,16-May-12
The Town,WB,"Crime,Drama,Thriller",152566881,92186262,60380619,37000000,115566881,2010,17-Sep-10
The Town,WB,Horror,152566881,92186262,60380619,37000000,115566881,2010,17-Sep-10
Baywatch,Par.,"Action,Comedy,Crime",175863783,58060186,117803597,60000000,115863783,2017,25-May-17
The Muppets,BV,"Adventure,Comedy,Family",160971922,88625922,72346000,45000000,115971922,2011,23-Nov-11
Dumb and Dumber To,Uni.,"Adventure,Comedy",156553592,86208010,70345582,40000000,116553592,2014,14-Nov-14
Dear John,SGem,"Drama,Romance,War",142033509,80014842,62018667,25000000,117033509,2010,5-Feb-10
Solo: A Star Wars Story,BV,"Action,Adventure,Fantasy",393151347,213767512,179383835,275000000,118151347,2018,25-May-18
The Fighter,Par.,"Biography,Drama,Sport",129262388,93617009,35645379,11000000,118262388,2010,10-Dec-10
The Green Hornet,Sony,"Action,Comedy,Crime",229155503,98780042,130375461,110000000,119155503,2011,14-Jan-11
Johnny English Reborn,Uni.,"Action,Adventure,Comedy",164640401,8406711,156233690,45000000,119640401,2011,21-Oct-11
Happy Death Day,Uni.,"Horror,Mystery,Thriller",125010260,55683845,69326415,5000000,120010260,2017,13-Oct-17
Gulliver's Travels,Fox,"Adventure,Comedy,Family",232017848,42779261,189238587,112000000,120017848,2010,25-Dec-10
Geostorm,WB,"Action,Sci-Fi,Thriller",220796009,33700160,187095849,100000000,120796009,2017,20-Oct-17
Darkest Hour,Focus,"Biography,Drama,History",150807172,56443120,94364052,30000000,120807172,2017,22-Nov-17
The Mule,WB,"Comedy,Crime,Drama",170857676,103804407,67053269,50000000,120857676,2018,14-Dec-18
The Mule,WB,"Comedy,Drama",170857676,103804407,67053269,50000000,120857676,2018,14-Dec-18
The Mule,WB,"Crime,Drama,Thriller",170857676,103804407,67053269,50000000,120857676,2018,14-Dec-18
After Earth,Sony,"Action,Adventure,Drama",251499665,60522097,190977568,130000000,121499665,2013,31-May-13
Anchorman 2: The Legend Continues,Par.,Comedy,172185754,127352707,44833047,50000000,122185754,2013,18-Dec-13
Sausage Party,Sony,"Adventure,Animation,Comedy",141344255,97670358,43673897,19000000,122344255,2016,12-Aug-16
Bridge of Spies,BV,"Drama,History,Thriller",162498338,72313754,90184584,40000000,122498338,2015,16-Oct-15
Safe House,Uni.,Action,208542162,126181630,82360532,85000000,123542162,2012,10-Feb-12
Safe House,Uni.,"Action,Adventure,Crime",208542162,126181630,82360532,85000000,123542162,2012,10-Feb-12
Safe House,Uni.,Horror,208542162,126181630,82360532,85000000,123542162,2012,10-Feb-12
The First Purge,Uni.,"Action,Horror,Sci-Fi",136617305,69488745,67128560,13000000,123617305,2018,4-Jul-18
No Strings Attached,Par.,Animation,149228078,70662220,78565858,25000000,124228078,2011,21-Jan-11
No Strings Attached,Par.,"Comedy,Drama,Romance",149228078,70662220,78565858,25000000,124228078,2011,21-Jan-11
No Strings Attached,Par.,"Comedy,Romance",149228078,70662220,78565858,25000000,124228078,2011,21-Jan-11
The Best Exotic Marigold Hotel,FoxS,"Comedy,Drama,Romance",134639780,46383639,88256141,10000000,124639780,2012,4-May-12
Yogi Bear,WB,"Adventure,Animation,Comedy",204774690,100246011,104528679,80000000,124774690,2010,17-Dec-10
Mr. Peabody & Sherman,Fox,"Adventure,Animation,Comedy",269806430,111506430,158300000,145000000,124806430,2014,7-Mar-14
Hop,Uni.,"Adventure,Animation,Comedy",188657593,108085305,80572288,63000000,125657593,2011,1-Apr-11
Need for Speed,BV,"Action,Crime,Thriller",194169619,43568507,150601112,66000000,128169619,2014,14-Mar-14
Exodus: Gods and Kings,Fox,"Action,Adventure,Drama",268314513,65014513,203300000,140000000,128314513,2014,12-Dec-14
Limitless,Rela.,"Biography,Documentary",155564919,79249455,76315464,27000000,128564919,2011,18-Mar-11
Limitless,Rela.,Documentary,155564919,79249455,76315464,27000000,128564919,2011,18-Mar-11
Limitless,Rela.,"Mystery,Sci-Fi,Thriller",155564919,79249455,76315464,27000000,128564919,2011,18-Mar-11
Ride Along,Uni.,Action,153733800,134202565,19531235,25000000,128733800,2014,17-Jan-14
Ride Along,Uni.,"Action,Comedy,Crime",153733800,134202565,19531235,25000000,128733800,2014,17-Jan-14
Hacksaw Ridge,LGF,"Biography,Drama,History",168904682,67209615,101695067,40000000,128904682,2016,4-Nov-16
The Girl on the Train,Strand,"Crime,Drama,Mystery",174278214,75395035,98883179,45000000,129278214,2010,7-Oct-16
The Girl on the Train,Strand,"Horror,Mystery,Thriller",174278214,75395035,98883179,45000000,129278214,2010,7-Oct-16
The Girl on the Train,Strand,Thriller,174278214,75395035,98883179,45000000,129278214,2010,7-Oct-16
Flight,Par.,,160558438,93772375,66786063,31000000,129558438,2012,2-Nov-12
Flight,Par.,"Drama,Thriller",160558438,93772375,66786063,31000000,129558438,2012,2-Nov-12
The Impossible,LG/S,"Drama,History,Thriller",169590606,19019882,150570724,40000000,129590606,2012,21-Dec-12
The Post,Fox,"Biography,Drama,History",179748880,81903458,97845422,50000000,129748880,2017,22-Dec-17
In Time,Fox,"Action,Crime,Drama",165103952,37553932,127550020,35000000,130103952,2011,28-Oct-11
Midnight in Paris,SPC,"Comedy,Documentary,Drama",162502774,56816662,105686112,30000000,132502774,2011,20-May-11
Midnight in Paris,SPC,"Comedy,Fantasy,Romance",162502774,56816662,105686112,30000000,132502774,2011,20-May-11
Step Up Revolution,LG/S,"Drama,Music,Romance",165552290,35074677,130477613,33000000,132552290,2012,27-Jul-12
The Grand Budapest Hotel,FoxS,"Adventure,Comedy,Crime",163981261,59076019,104905242,31000000,132981261,2014,7-Mar-14
Mama,Uni.,Documentary,148095566,71628180,76467386,15000000,133095566,2013,18-Jan-13
Mama,Uni.,Drama,148095566,71628180,76467386,15000000,133095566,2013,18-Jan-13
Mama,Uni.,"Horror,Thriller",148095566,71628180,76467386,15000000,133095566,2013,18-Jan-13
Smallfoot,WB,"Adventure,Animation,Comedy",213691277,83240103,130451174,80000000,133691277,2018,28-Sep-18
London Has Fallen,Focus,"Action,Thriller",195194085,62524260,132669825,60000000,135194085,2016,4-Mar-16
Red,Sum.,"Biography,Documentary,Drama",196439693,90380162,106059531,60000000,136439693,2010,15-Oct-10
Red,Sum.,"Documentary,History",196439693,90380162,106059531,60000000,136439693,2010,15-Oct-10
Red,Sum.,Drama,196439693,90380162,106059531,60000000,136439693,2010,15-Oct-10
Red,Sum.,Thriller,196439693,90380162,106059531,60000000,136439693,2010,15-Oct-10
Immortals,Rela.,"Action,Drama,Fantasy",211562435,83504017,128058418,75000000,136562435,2011,11-Nov-11
Creed,WB (NL),"Crime,Drama",173567581,109767581,63800000,37000000,136567581,2015,25-Nov-15
Creed,WB (NL),"Drama,Sport",173567581,109767581,63800000,37000000,136567581,2015,25-Nov-15
Creed,WB (NL),Horror,173567581,109767581,63800000,37000000,136567581,2015,25-Nov-15
Lion,Wein.,"Action,Drama,Romance",149570720,51739495,97831225,12000000,137570720,2016,25-Nov-16
Lion,Wein.,"Biography,Drama",149570720,51739495,97831225,12000000,137570720,2016,25-Nov-16
Lion,Wein.,"Comedy,Drama,Romance",149570720,51739495,97831225,12000000,137570720,2016,25-Nov-16
Smurfs: The Lost Village,Sony,"Adventure,Animation,Comedy",197578586,45020282,152558304,60000000,137578586,2017,7-Apr-17
Paranormal Activity 4,Par.,"Horror,Mystery,Thriller",142817992,53900335,88917657,5000000,137817992,2012,19-Oct-12
The Equalizer,Sony,"Action,Crime,Thriller",192903624,101530738,91372886,55000000,137903624,2014,26-Sep-14
Identity Thief,Uni.,"Adventure,Comedy,Crime",175361578,134506920,40854658,35000000,140361578,2013,8-Feb-13
Looper,TriS,"Action,Crime,Drama",170466405,66486205,103980200,30000000,140466405,2012,28-Sep-12
Pitch Perfect 3,Uni.,"Comedy,Music",185736412,104897530,80838882,45000000,140736412,2017,22-Dec-17
Alien: Covenant,Fox,"Horror,Sci-Fi,Thriller",238521247,74262031,164259216,97000000,141521247,2017,19-May-17
Lights Out,WB (NL),Documentary,148806510,67268835,81537675,5000000,143806510,2016,22-Jul-16
Lights Out,WB (NL),Drama,148806510,67268835,81537675,5000000,143806510,2016,22-Jul-16
Lights Out,WB (NL),"Drama,Horror,Mystery",148806510,67268835,81537675,5000000,143806510,2016,22-Jul-16
Lights Out,WB (NL),"Drama,Mystery,Thriller",148806510,67268835,81537675,5000000,143806510,2016,22-Jul-16
Inferno,Sony,"Action,Adventure,Crime",219519367,34343574,185175793,75000000,144519367,2016,28-Oct-16
Inferno,Sony,Documentary,219519367,34343574,185175793,75000000,144519367,2016,28-Oct-16
Inferno,Sony,Drama,219519367,34343574,185175793,75000000,144519367,2016,28-Oct-16
Inferno,Sony,Horror,219519367,34343574,185175793,75000000,144519367,2016,28-Oct-16
Inferno,Sony,Thriller,219519367,34343574,185175793,75000000,144519367,2016,28-Oct-16
The Good Dinosaur,BV,"Adventure,Animation,Comedy",333771037,123087120,210683917,187500000,146271037,2015,25-Nov-15
Eat Pray Love,Sony,"Drama,Romance",206598789,80574010,126024779,60000000,146598789,2010,13-Aug-10
Due Date,WB,"Adventure,Comedy",211739043,100539043,111200000,65000000,146739043,2010,5-Nov-10
Lee Daniels' The Butler,Wein.,"Biography,Drama",177025498,116632095,60393403,30000000,147025498,2013,16-Aug-13
"Three Billboards Outside Ebbing, Missouri",FoxS,"Crime,Drama",160191915,54513740,105678175,12000000,148191915,2017,10-Nov-17
Ted 2,Uni.,Comedy,217214143,81476385,135737758,68000000,149214143,2015,26-Jun-15
The Girl with the Dragon Tattoo,MBox,"Crime,Drama,Mystery",239373970,102515793,136858177,90000000,149373970,2010,20-Dec-11
Dracula Untold,Uni.,"Action,Drama,Fantasy",220241723,55991880,164249843,70000000,150241723,2014,10-Oct-14
Star Trek Beyond,Par.,"Action,Adventure,Sci-Fi",335802233,158848340,176953893,185000000,150802233,2016,22-Jul-16
The Peanuts Movie,Fox,"Adventure,Animation,Comedy",250091610,130178411,119913199,99000000,151091610,2015,6-Nov-15
Turbo,Fox,"Adventure,Animation,Comedy",286896578,83028130,203868448,135000000,151896578,2013,17-Jul-13
Real Steel,BV,"Action,Drama,Family",263880341,85463309,178417032,110000000,153880341,2011,7-Oct-11
Pixels,Sony,"Action,Comedy",244041804,78765986,165275818,90000000,154041804,2015,24-Jul-15
Pixels,Sony,"Action,Comedy,Sci-Fi",244041804,78765986,165275818,90000000,154041804,2015,24-Jul-15
The Other Woman,IFC,"Comedy,Romance",195111193,83911193,111200000,40000000,155111193,2011,25-Apr-14
Wrath of the Titans,WB,"Action,Adventure,Fantasy",305270083,83670083,221600000,150000000,155270083,2012,30-Mar-12
The Bourne Legacy,Uni.,"Action,Adventure,Thriller",280355920,113203870,167152050,125000000,155355920,2012,10-Aug-12
The Descendants,FoxS,"Comedy,Drama",175507800,82624961,92882839,20000000,155507800,2011,16-Nov-11
The Descendants,FoxS,Drama,175507800,82624961,92882839,20000000,155507800,2011,16-Nov-11
Arrival,Par.,Documentary,203127894,100546139,102581755,47000000,156127894,2016,11-Nov-16
Arrival,Par.,"Drama,Mystery,Sci-Fi",203127894,100546139,102581755,47000000,156127894,2016,11-Nov-16
Into the Woods,BV,"Adventure,Comedy,Drama",213116401,128002372,85114029,56200000,156916401,2014,25-Dec-14
Into the Woods,BV,"Comedy,Musical",213116401,128002372,85114029,56200000,156916401,2014,25-Dec-14
Into the Woods,BV,"Fantasy,Horror",213116401,128002372,85114029,56200000,156916401,2014,25-Dec-14
Into the Woods,BV,Thriller,213116401,128002372,85114029,56200000,156916401,2014,25-Dec-14
The Intern,WB,,197115710,75764672,121351038,40000000,157115710,2015,25-Sep-15
The Intern,WB,"Comedy,Drama",197115710,75764672,121351038,40000000,157115710,2015,25-Sep-15
Jack Reacher,Par.,"Action,Crime,Thriller",217370736,80070736,137300000,60000000,157370736,2012,21-Dec-12
Insidious: The Last Key,Uni.,"Horror,Mystery,Thriller",167885588,67745330,100140258,10000000,157885588,2018,5-Jan-18
Alvin and the Chipmunks: The Road Chip,Fox,"Adventure,Animation,Comedy",249517956,85886987,163630969,90000000,159517956,2015,18-Dec-15
Salt,Sony,"Action,Mystery,Thriller",290650494,118311368,172339126,130000000,160650494,2010,23-Jul-10
21 Jump Street,Sony,"Action,Comedy,Crime",202812429,138447667,64364762,42000000,160812429,2012,16-Mar-12
Bad Moms,STX,Comedy,180998716,113257297,67741419,20000000,160998716,2016,29-Jul-16
12 Years a Slave,FoxS,"Biography,Drama,History",181025343,56671993,124353350,20000000,161025343,2013,18-Oct-13
Rise of the Guardians,P/DW,"Action,Adventure,Animation",306900902,103412758,203488144,145000000,161900902,2012,21-Nov-12
Epic,Fox,"Adventure,Animation,Family",262794441,107518682,155275759,100000000,162794441,2013,24-May-13
Magic Mike,WB,"Comedy,Drama",170549753,113721571,56828182,7000000,163549753,2012,29-Jun-12
Creed II,MGM,"Drama,Sport",213591522,115715889,97875633,50000000,163591522,2018,21-Nov-18
Valentine's Day,WB (NL),"Comedy,Romance",217569328,110485654,107083674,52000000,165569328,2010,12-Feb-10
Captain Phillips,Sony,"Biography,Drama,Thriller",220648184,107136417,113511767,55000000,165648184,2013,11-Oct-13
Elysium,TriS,"Action,Drama,Sci-Fi",286192091,93050117,193141974,120000000,166192091,2013,9-Aug-13
Elysium,TriS,Drama,286192091,93050117,193141974,120000000,166192091,2013,9-Aug-13
The Emoji Movie,Sony,"Adventure,Animation,Comedy",216562312,86089513,130472799,50000000,166562312,2017,28-Jul-17
Grown Ups 2,Sony,Comedy,247023808,133668525,113355283,80000000,167023808,2013,12-Jul-13
Central Intelligence,WB (NL),"Action,Comedy,Crime",217194805,127440871,89753934,50000000,167194805,2016,17-Jun-16
The Vow,SGem,"Drama,Romance",197618160,125014030,72604130,30000000,167618160,2012,10-Feb-12
Oblivion,Uni.,,287916633,89107235,198809398,120000000,167916633,2013,19-Apr-13
Oblivion,Uni.,"Action,Adventure,Sci-Fi",287916633,89107235,198809398,120000000,167916633,2013,19-Apr-13
Oblivion,Uni.,Thriller,287916633,89107235,198809398,120000000,167916633,2013,19-Apr-13
The Legend of Tarzan,WB,"Action,Adventure,Drama",348902025,126643061,222258964,180000000,168902025,2016,1-Jul-16
The Last Airbender,Par.,"Action,Adventure,Family",319713881,131772187,187941694,150000000,169713881,2010,1-Jul-10
Non-Stop,Uni.,"Action,Mystery,Thriller",222383055,91742160,130640895,50000000,172383055,2014,28-Feb-14
Straight Outta Compton,Uni.,"Biography,Drama,History",202182981,161197785,40985196,28000000,174182981,2015,14-Aug-15
Paranormal Activity 2,Par.,Horror,177512032,84752907,92759125,3000000,174512032,2010,20-Oct-10
Resident Evil: Retribution,SGem,"Action,Horror,Sci-Fi",240647629,42345531,198302098,65000000,175647629,2012,14-Sep-12
The Shape of Water,FoxS,"Adventure,Drama,Fantasy",195790794,63859435,131931359,19500000,176290794,2017,1-Dec-17
Horrible Bosses,WB (NL),"Comedy,Crime",212417601,117538559,94879042,35000000,177417601,2011,8-Jul-11
Sully,WB,"Biography,Drama",238524556,125070033,113454523,60000000,178524556,2016,9-Sep-16
The Tourist,Sony,"Action,Adventure,Thriller",278731369,67631157,211100212,100000000,178731369,2010,10-Dec-10
Ferdinand,Fox,"Adventure,Animation,Comedy",289847930,84410380,205437550,111000000,178847930,2017,15-Dec-17
